phase,date,category,sub_category,title,purpose,runtime_status,shadow_status,research_status,current_status,adoption_status,removed_or_disabled,related_phases,related_reports,summary,verdict
178,2026-05-30,Monitoring,script,Phase 178 low liquidity filter review,Script run_phase178_low_liquidity_filter_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase178_low_liquidity_filter_review.json,Report generated; no runtime adoption,research_complete
179,2026-05-30,Monitoring,script,Phase 179 low liquidity shadow review,Script run_phase179_low_liquidity_shadow_review.py,shadow,inactive,active,inactive,observe,false,,kabu_native/results/reports/phase179_low_liquidity_shadow_review.json,Report generated; no runtime adoption,research_complete
179b,2026-05-30,Monitoring,script,Phase 179b low liquidity live shadow observation,Script run_phase179b_low_liquidity_live_shadow_observation.py,shadow,inactive,active,inactive,observe,false,,kabu_native/results/reports/phase179b_low_liquidity_live_shadow_observation.json,Report generated; no runtime adoption,research_complete
179c,2026-05-30,Config,script,Phase 179c low liquidity shadow yaml verification,Script run_phase179c_low_liquidity_shadow_yaml_verification.py,shadow,inactive,active,inactive,observe,false,,kabu_native/results/reports/phase179c_low_liquidity_shadow_yaml_verification.json,Report generated; no runtime adoption,research_complete
179d,2026-05-30,Config,script,Phase 179d daily runner low liquidity shadow config selection,Script run_phase179d_daily_runner_low_liquidity_shadow_config_selection.py,shadow,inactive,active,inactive,observe,false,,kabu_native/results/reports/phase179d_daily_runner_low_liquidity_shadow_config_selection.json,Report generated; no runtime adoption,research_complete
180,2026-05-30,Monitoring,script,Phase 180 logging and symbol diagnostics verification,Script run_phase180_logging_and_symbol_diagnostics_verification.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase180_logging_and_symbol_diagnostics_verification.json,Report generated; no runtime adoption,research_complete
180,2026-05-30,Monitoring,script,Phase 180 symbol level trade diagnostics,Script run_phase180_symbol_level_trade_diagnostics.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase180_logging_and_symbol_diagnostics_verification.json,Report generated; no runtime adoption,research_complete
181,2026-05-30,Entry,script,Phase 181 entry expectancy feature review,Script run_phase181_entry_expectancy_feature_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase181_entry_expectancy_feature_review.json,Report generated; no runtime adoption,research_complete
182,2026-05-30,Entry,script,Phase 182 extended entry analysis,Script run_phase182_extended_entry_analysis.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase182_extended_entry_analysis.json,Report generated; no runtime adoption,research_complete
183,2026-05-30,Entry,script,Phase 183 extended entry shadow logging verification,Script run_phase183_extended_entry_shadow_logging_verification.py,shadow,inactive,active,inactive,observe,false,,kabu_native/results/reports/phase183_extended_entry_shadow_logging_verification.json,Report generated; no runtime adoption,research_complete
184,2026-05-30,Entry,script,Phase 184 extended entry shadow impact review,Script run_phase184_extended_entry_shadow_impact_review.py,shadow,inactive,active,inactive,observe,false,,kabu_native/results/reports/phase184_extended_entry_shadow_impact_review.json,Report generated; no runtime adoption,research_complete
185,2026-05-30,Monitoring,script,Phase 185 vwap dev shadow candidate multisession review,Script run_phase185_vwap_dev_shadow_candidate_multisession_review.py,shadow,inactive,active,inactive,observe,false,,kabu_native/results/reports/phase185_vwap_dev_shadow_candidate_multisession_review.json,Composite extended_entry_shadow_flag is out of scope; rolling_mfe-only exclusion is not evaluated.,Composite extended_entry_shadow_flag is out of scope; rolling_mfe-only exclusion is not evaluated.
186,2026-05-30,Monitoring,script,Phase 186 vwap shadow reject live observation,Script run_phase186_vwap_shadow_reject_live_observation.py,shadow,inactive,active,inactive,observe,false,,kabu_native/results/reports/phase186_vwap_shadow_reject_live_observation.json,Report generated; no runtime adoption,research_complete
187,2026-05-30,Monitoring,script,Phase 187 vwap adverse cluster analysis,Script run_phase187_vwap_adverse_cluster_analysis.py,research,none,active,inactive,rejected,false,,kabu_native/results/reports/phase187_vwap_adverse_cluster_analysis.json,Shadow/review only; no hard reject implemented.,Shadow/review only; no hard reject implemented.
188,2026-05-30,Entry,script,Phase 188 pre adverse entry feature review,Script run_phase188_pre_adverse_entry_feature_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase188_pre_adverse_entry_feature_review.json,"r30 used only for cluster labeling; all ranked features are entry-time only. Moderate separation suggests partial pre-entry signal, not full predictability.","r30 used only for cluster labeling; all ranked features are entry-time only. Moderate separation suggests partial pre-entry signal, not full predictability."
213c,2026-05-31,Monitoring,script,Phase 213c board imbalance cohort stability review,Script run_phase213c_board_imbalance_cohort_stability_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase213c_board_imbalance_cohort_stability_review.json,Report generated; no runtime adoption,research_complete
213d,2026-05-31,Position,script,Phase 213d session composition audit,Script run_phase213d_session_composition_audit.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase213d_session_composition_audit.json,Report generated; no runtime adoption,research_complete
214,2026-05-31,Monitoring,script,Phase 214 board imbalance shadow verification,Script run_phase214_board_imbalance_shadow_verification.py,shadow,inactive,active,inactive,observe,false,,kabu_native/results/reports/phase214_board_imbalance_shadow_logging_verification.json,Report generated; no runtime adoption,research_complete
215,2026-05-31,Entry,script,Phase 215 pm entry timing attribution review,Script run_phase215_pm_entry_timing_attribution_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase215_pm_entry_timing_attribution_review.json,Report generated; no runtime adoption,research_complete
216,2026-05-31,Monitoring,script,Phase 216 high mfe winner attribution review,Script run_phase216_high_mfe_winner_attribution_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase216_high_mfe_winner_attribution_review.json,Report generated; no runtime adoption,research_complete
217,2026-05-31,Monitoring,script,Phase 217 stop hit root cause review,Script run_phase217_stop_hit_root_cause_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase217_stop_hit_root_cause_review.json,Report generated; no runtime adoption,research_complete
218,2026-05-31,Monitoring,script,Phase 218 guard attribution audit,Script run_phase218_guard_attribution_audit.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase218_guard_attribution_audit.json,Report generated; no runtime adoption,research_complete
219,2026-05-31,Entry,script,Phase 219 board entry gate counterfactual review,Script run_phase219_board_entry_gate_counterfactual_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase219_board_entry_gate_counterfactual_review.json,Report generated; no runtime adoption,research_complete
220,2026-05-31,Monitoring,script,Phase 220 positive expectancy cohort discovery,Script run_phase220_positive_expectancy_cohort_discovery.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase220_positive_expectancy_cohort_discovery.json,Report generated; no runtime adoption,research_complete
221,2026-05-31,Monitoring,script,Phase 221 early momentum discovery review,Script run_phase221_early_momentum_discovery_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase221_early_momentum_discovery_review.json,Report generated; no runtime adoption,research_complete
222,2026-05-31,Monitoring,script,Phase 222 high break counterfactual review,Script run_phase222_high_break_counterfactual_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase222_high_break_counterfactual_review.json,Report generated; no runtime adoption,research_complete
223,2026-05-31,Monitoring,script,Phase 223 high break coverage audit,Script run_phase223_high_break_coverage_audit.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase223_high_break_coverage_audit.json,Report generated; no runtime adoption,research_complete
224,2026-05-31,Entry,script,Phase 224 early momentum entry cohort review,Script run_phase224_early_momentum_entry_cohort_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase224_early_momentum_entry_cohort_review.json,Report generated; no runtime adoption,research_complete
225,2026-05-31,Entry,script,Phase 225 entry interaction discovery review,Script run_phase225_entry_interaction_discovery_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase225_entry_interaction_discovery_review.json,Report generated; no runtime adoption,research_complete
226,2026-05-31,Monitoring,script,Phase 226 stop cluster counterfactual review,Script run_phase226_stop_cluster_counterfactual_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase226_stop_cluster_counterfactual_review.json,Report generated; no runtime adoption,research_complete
227,2026-05-31,Entry,script,Phase 227 positive entry interaction discovery review,Script run_phase227_positive_entry_interaction_discovery_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase227_positive_entry_interaction_discovery_review.json,Report generated; no runtime adoption,research_complete
228,2026-05-31,Entry,script,Phase 228 entry expectancy discovery,Script run_phase228_entry_expectancy_discovery.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase228_entry_expectancy_discovery.json,Report generated; no runtime adoption,research_complete
229,2026-06-04,Entry,script,Phase 229 entry score discovery,Script run_phase229_entry_score_discovery.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase229_entry_score_discovery.json,Report generated; no runtime adoption,research_complete
230,2026-05-31,Entry,script,Phase 230 entry expectancy shadow observation,Script run_phase230_entry_expectancy_shadow_observation.py,shadow,inactive,active,inactive,observe,false,,kabu_native/results/reports/phase230_entry_expectancy_shadow_observation.json,Report generated; no runtime adoption,research_complete
231,2026-05-31,Monitoring,script,Phase 231 score cohort expectancy discovery,Script run_phase231_score_cohort_expectancy_discovery.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase231_score_cohort_expectancy_discovery.json,Report generated; no runtime adoption,research_complete
232,2026-05-31,Entry,script,Phase 232 entry feature leak audit,Script run_phase232_entry_feature_leak_audit.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase232_entry_feature_leak_audit.json,Report generated; no runtime adoption,research_complete
233,2026-06-04,Entry,script,Phase 233 entry expectancy shadow validation,Script run_phase233_entry_expectancy_shadow_validation.py,shadow,inactive,active,inactive,observe,false,,kabu_native/results/reports/phase233_entry_expectancy_shadow_validation.json,Report generated; no runtime adoption,research_complete
234,2026-06-04,Monitoring,script,Phase 234 paper trade sim harness,Script run_phase234_paper_trade_sim_harness.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase234_paper_trade_sim_harness_summary.json,Report generated; no runtime adoption,research_complete
235,2026-06-04,Entry,script,Phase 235 entry score attribution,Script run_phase235_entry_score_attribution.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase235_entry_score_attribution.json,Report generated; no runtime adoption,research_complete
236,2026-06-04,Entry,script,Phase 236 entry score counterfactual repair,Script run_phase236_entry_score_counterfactual_repair.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase236_entry_score_counterfactual_repair.json,Report generated; no runtime adoption,research_complete
238,2026-06-04,Entry,script,Phase 238 entry score v2 full history validation,Script run_phase238_entry_score_v2_full_history_validation.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase238_entry_score_v2_full_history_validation.json,Report generated; no runtime adoption,research_complete
239,2026-06-04,Entry,script,Phase 239 entry score ge5 gate system comparison,Script run_phase239_entry_score_ge5_gate_system_comparison.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase239_entry_score_ge5_gate_system_comparison.json,Report generated; no runtime adoption,research_complete
241,2026-06-04,Position,script,Phase 241 max concurrent review,Script run_phase241_max_concurrent_review.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase241_max_concurrent_review.json,Report generated; no runtime adoption,research_complete
242,2026-06-04,Data,script,Phase 242 intraday refresh root cause,Script run_phase242_intraday_refresh_root_cause.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase242_intraday_refresh_root_cause.json,Report generated; no runtime adoption,research_complete
242,2026-06-04,Position,script,Phase 242 max concurrent counterfactual,Script run_phase242_max_concurrent_counterfactual.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase242_intraday_refresh_root_cause.json,Report generated; no runtime adoption,research_complete
242b,2026-06-04,Data,script,Phase 242b intraday refresh fix report,Script run_phase242b_intraday_refresh_fix_report.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase242b_intraday_refresh_fix_report.json,Report generated; no runtime adoption,research_complete
243,2026-06-04,Monitoring,script,Phase 243 fast validation framework,Script run_phase243_fast_validation_framework.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase243_fast_validation_framework.json,Report generated; no runtime adoption,research_complete
244,2026-06-04,Monitoring,script,Phase 244 fast validation coverage expansion,Script run_phase244_fast_validation_coverage_expansion.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase244_fast_validation_coverage_expansion.json,Report generated; no runtime adoption,research_complete
245,2026-06-04,Position,script,Phase 245 max concurrent counterfactual,Script run_phase245_max_concurrent_counterfactual.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase245_max_concurrent_counterfactual.json,Report generated; no runtime adoption,research_complete
246,2026-06-04,Monitoring,script,Phase 246 v2 priority simulation,Script run_phase246_v2_priority_simulation.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase246_sector_heat_summary.json,Observation only: sector heat top3 is not applied to Universe or Entry. Compare predicted-sector PF/PnL vs all-trade baseline to assess next-day predictive power.,Observation only: sector heat top3 is not applied to Universe or Entry. Compare predicted-sector PF/PnL vs all-trade baseline to assess next-day predictive power.
246,2026-06-14,Data,script,Phase 246 sector heat observation,Script run_phase246_sector_heat_observation.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase246_sector_heat_summary.json,Observation only: sector heat top3 is not applied to Universe or Entry. Compare predicted-sector PF/PnL vs all-trade baseline to assess next-day predictive power.,Observation only: sector heat top3 is not applied to Universe or Entry. Compare predicted-sector PF/PnL vs all-trade baseline to assess next-day predictive power.
247,2026-06-04,Monitoring,script,Phase 247 v2 gap analysis,Script run_phase247_v2_gap_analysis.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase247_sector_heat_diagnostics.json,Report generated; no runtime adoption,research_complete
247,2026-06-14,Data,script,Phase 247 sector heat diagnostics,Script run_phase247_sector_heat_diagnostics.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase247_sector_heat_diagnostics.json,Report generated; no runtime adoption,research_complete
248,2026-06-04,Monitoring,script,Phase 248 v2 adoption decision,Script run_phase248_v2_adoption_decision.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase248_sector_heat_debias_summary.json,Report generated; no runtime adoption,research_complete
248,2026-06-14,Data,script,Phase 248 sector heat debias validation,Script run_phase248_sector_heat_debias_validation.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase248_sector_heat_debias_summary.json,Report generated; no runtime adoption,research_complete
249,2026-06-14,Universe,script,Phase 249 sector heat universe shadow simulation,Script run_phase249_sector_heat_universe_shadow_simulation.py,shadow,inactive,active,inactive,observe,false,,kabu_native/results/reports/phase249_sector_heat_universe_shadow_summary.json,Shadow simulation only: Dynamic40 re-ranking applies sector heat bonus/penalty to features-based candidates while keeping Core10 fixed from the actual snapshot.,Shadow simulation only: Dynamic40 re-ranking applies sector heat bonus/penalty to features-based candidates while keeping Core10 fixed from the actual snapshot.
250,2026-06-14,Data,script,Phase 250 sector heat data alignment diagnostics,Script run_phase250_sector_heat_data_alignment_diagnostics.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase250_sector_heat_data_alignment_summary.json,Report generated; no runtime adoption,research_complete
251,2026-06-04,Universe,script,Phase 251 universe discovery,Script run_phase251_universe_discovery.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase251_phase249_rerun_summary.json,Report generated; no runtime adoption,research_complete
251,undated,Data,script,Phase 251 sector heat extend intraday data,Script run_phase251_sector_heat_extend_intraday_data.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase251_phase249_rerun_summary.json,Report generated; no runtime adoption,research_complete
252,2026-06-04,Universe,script,Phase 252 universe counterfactual,Script run_phase252_universe_counterfactual.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase252_sector_heat_trade_attribution_summary.json,Primary attribution driver across shadow patterns: avoided_loss.,Primary attribution driver across shadow patterns: avoided_loss.
252,2026-06-14,Data,script,Phase 252 sector heat trade attribution,Script run_phase252_sector_heat_trade_attribution.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase252_sector_heat_trade_attribution_summary.json,Primary attribution driver across shadow patterns: avoided_loss.,Primary attribution driver across shadow patterns: avoided_loss.
253,2026-06-04,Monitoring,script,Phase 253 exclusion attribution,Script run_phase253_exclusion_attribution.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase253_sector_heat_negative_filter_summary.json,Negative-filter shadow only: weak sectors excluded from Dynamic40 candidates before VL ranking. Core10 fixed from actual snapshot. Best trade-overlap delta: `top3_bonus_plus_bottom3_exclude` 12050.0 y,"Negative-filter shadow only: weak sectors excluded from Dynamic40 candidates before VL ranking. Core10 fixed from actual snapshot. Best trade-overlap delta: `top3_bonus_plus_bottom3_exclude` 12050.0 yen_100 (avoided losses 14700.0, added winners 10300.0)."
253,2026-06-14,Data,script,Phase 253 sector heat negative filter shadow,Script run_phase253_sector_heat_negative_filter_shadow.py,shadow,inactive,active,inactive,observe,false,,kabu_native/results/reports/phase253_sector_heat_negative_filter_summary.json,Negative-filter shadow only: weak sectors excluded from Dynamic40 candidates before VL ranking. Core10 fixed from actual snapshot. Best trade-overlap delta: `top3_bonus_plus_bottom3_exclude` 12050.0 y,"Negative-filter shadow only: weak sectors excluded from Dynamic40 candidates before VL ranking. Core10 fixed from actual snapshot. Best trade-overlap delta: `top3_bonus_plus_bottom3_exclude` 12050.0 yen_100 (avoided losses 14700.0, added winners 10300.0)."
254,2026-06-04,Monitoring,script,Phase 254 price floor adoption review,Script run_phase254_price_floor_adoption_review.py,research,none,active,inactive,adopted,false,,kabu_native/results/reports/phase254_sector_heat_negative_filter_robustness_summary.json,"Robustness observation only. Phase253 negative-filter patterns evaluated for day-level stability, entry-count impact, and exclusion severity. All patterns flagged adopt_not_allowed: trade_overlap_day_","Robustness observation only. Phase253 negative-filter patterns evaluated for day-level stability, entry-count impact, and exclusion severity. All patterns flagged adopt_not_allowed: trade_overlap_day_count=4 < 10 required for adoption assessment."
254,2026-06-14,Data,script,Phase 254 sector heat negative filter robustness,Script run_phase254_sector_heat_negative_filter_robustness.py,research,none,active,inactive,adopted,false,,kabu_native/results/reports/phase254_sector_heat_negative_filter_robustness_summary.json,"Robustness observation only. Phase253 negative-filter patterns evaluated for day-level stability, entry-count impact, and exclusion severity. All patterns flagged adopt_not_allowed: trade_overlap_day_","Robustness observation only. Phase253 negative-filter patterns evaluated for day-level stability, entry-count impact, and exclusion severity. All patterns flagged adopt_not_allowed: trade_overlap_day_count=4 < 10 required for adoption assessment."
255,2026-06-04,Monitoring,script,Sector heat forward shadow logger,Script run_phase255_price_floor_stability.py,shadow,active,active,active,superseded,false,"253,254,256",kabu_native/results/reports/phase255_sector_heat_forward_shadow_summary.json,Forward shadow logging only; actual Universe/Entry/Runtime unchanged. Adoption remains blocked until trade_overlap_day_count >= 10. Current sample: 4 days.,Superseded by sector heat forward shadow Phase255
256,undated,Data,script,Sector heat forward shadow auto hook,Script run_phase256_sector_heat_forward_shadow_auto.py,shadow,active,active,active,observe,false,255,,Script run_phase256_sector_heat_forward_shadow_auto.py,Forward shadow logging; no runtime trading change
257,2026-06-14,Position,script,Phase 257 core12 dynamic38 pricecap shadow review,Script run_phase257_core12_dynamic38_pricecap_shadow_review.py,shadow,inactive,active,inactive,adopted,false,,kabu_native/results/reports/phase257_core12_dynamic38_pricecap_shadow_summary.json,Observation only — Core12/Dynamic38 and price-cap variants are not adopted. MIN_CLOSE_PRICE=300.0 when price_cap_on=True.,Observation only — Core12/Dynamic38 and price-cap variants are not adopted. MIN_CLOSE_PRICE=300.0 when price_cap_on=True.
258,2026-06-14,Position,script,Phase 258 pricecap off attribution,Script run_phase258_pricecap_off_attribution.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase258_pricecap_off_attribution_summary.json,insufficient_sample,insufficient_sample
259,2026-06-14,Monitoring,script,Phase 259 price band policy shadow,Script run_phase259_price_band_policy_shadow.py,shadow,inactive,active,inactive,observe,false,,kabu_native/results/reports/phase259_price_band_policy_shadow_summary.json,insufficient_sample,insufficient_sample
260,2026-06-04,Monitoring,script,Phase 260 priority analysis,Script run_phase260_priority_analysis.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase260_priority_analysis.json,Report generated; no runtime adoption,research_complete
260a,2026-06-14,Position,script,Phase 260a position exposure audit,Script run_phase260a_position_exposure_audit.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase260a_position_exposure_audit_summary.json,"At 1,000,000 yen equity, high-price entries often exceed 30% position ratio; high-price shadow edge is hard to reproduce at 100-share fixed sizing. At 5,000,000 yen and above, position sizing manageme","At 1,000,000 yen equity, high-price entries often exceed 30% position ratio; high-price shadow edge is hard to reproduce at 100-share fixed sizing. At 5,000,000 yen and above, position sizing management matters more than price-cap removal. Phase257-259 high-price uplift likely proxies a position-siz"
260b,2026-06-14,Position,script,Phase 260b equity position sizing shadow,Script run_phase260b_equity_position_sizing_shadow.py,shadow,inactive,active,inactive,observe,false,,kabu_native/results/reports/phase260b_equity_position_sizing_summary.json,"At 1,000,000 yen, high-price entries are largely skipped under equity-aware sizing; fixed-100-share shadow PnL overstates feasibility. At 3,000,000 yen, partial high-price PnL is recoverable with sizi","At 1,000,000 yen, high-price entries are largely skipped under equity-aware sizing; fixed-100-share shadow PnL overstates feasibility. At 3,000,000 yen, partial high-price PnL is recoverable with sizing caps. At 5,000,000 yen and above, high-price edge is largely reproducible with max_position_30pct"
261,2026-06-14,Risk,script,Phase 261 risk aware sizing shadow,Script run_phase261_risk_aware_sizing_shadow.py,shadow,inactive,active,inactive,observe,false,,kabu_native/results/reports/phase261_risk_aware_sizing_summary.json,Equity-only 30% caps still amplify low/mid-price losses; risk budgets reduce share inflation. hybrid_equity30_risk1 balances high-price access with per-trade risk limits on this sample. Risk-aware siz,Equity-only 30% caps still amplify low/mid-price losses; risk budgets reduce share inflation. hybrid_equity30_risk1 balances high-price access with per-trade risk limits on this sample. Risk-aware sizing is preferred over price-cap removal for exposure control.
262,2026-06-14,Risk,script,Risk-aware sizing forward shadow logger,Script run_phase262_risk_sizing_forward_shadow_auto.py,shadow,active,active,active,observe,false,261,kabu_native/results/reports/phase262_risk_sizing_forward_summary.json,Forward shadow logging only; Runtime/Universe/Entry/YAML unchanged. Adoption blocked until trade_overlap_day_count >= 10.,Forward shadow logging; no runtime trading change
263,2026-06-04,Position,script,Phase 263 max concurrent time concentration,Script run_phase263_max_concurrent_time_concentration.py,research,none,active,inactive,superseded,false,,kabu_native/results/reports/phase263_equity_dynamic_stop_summary.json,"At 5M yen, dynamic_stop_risk_0p5 improves total shadow PnL vs fixed -1.2%.","At 5M yen, dynamic_stop_risk_0p5 improves total shadow PnL vs fixed -1.2%."
263,2026-06-14,Sizing,script,Phase 263 equity dynamic stop shadow,Script run_phase263_equity_dynamic_stop_shadow.py,shadow,inactive,active,inactive,observe,false,,kabu_native/results/reports/phase263_equity_dynamic_stop_summary.json,"At 5M yen, dynamic_stop_risk_0p5 improves total shadow PnL vs fixed -1.2%.","At 5M yen, dynamic_stop_risk_0p5 improves total shadow PnL vs fixed -1.2%."
264,2026-06-04,Monitoring,script,Phase 264 replacement counterfactual,Script run_phase264_replacement_counterfactual.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase264_replacement_counterfactual.json,Report generated; no runtime adoption,research_complete
265,2026-06-04,Entry,script,Phase 265 entry quality concentration window,Script run_phase265_entry_quality_concentration_window.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase265_phase263_rerun_summary.json,"At 5M yen, dynamic_stop_risk_0p5 improves total shadow PnL vs fixed -1.2%.","At 5M yen, dynamic_stop_risk_0p5 improves total shadow PnL vs fixed -1.2%."
265,2026-06-14,Monitoring,script,Phase 265 structural trades backfill,Script run_phase265_structural_trades_backfill.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase265_phase263_rerun_summary.json,"At 5M yen, dynamic_stop_risk_0p5 improves total shadow PnL vs fixed -1.2%.","At 5M yen, dynamic_stop_risk_0p5 improves total shadow PnL vs fixed -1.2%."
266,2026-06-03,Sizing,script,Equity dynamic stop forward shadow auto,Script run_phase266_equity_dynamic_stop_shadow_auto.py,shadow,active,active,active,observe,false,263,kabu_native/results/reports/phase266_quality_replacement_score_gate.json,Report generated; no runtime adoption,Forward shadow logging; no runtime trading change
266b,2026-06-04,Monitoring,script,Phase 266b adoption audit,Script run_phase266b_adoption_audit.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase266b_adoption_audit.json,Report generated; no runtime adoption,research_complete
267,2026-06-14,Entry,script,entry_score_v2 gate (min=3); quality reject off,Script run_phase267_equity_curve_shadow.py,runtime,none,none,active,adopted,false,,kabu_native/results/reports/phase267_equity_curve_summary.json,Report generated; no runtime adoption,Production runtime (Stack C)
268,2026-06-04,Universe,script,Phase 268 daily runner default universe review,Script run_phase268_daily_runner_default_universe_review.py,research,none,active,inactive,superseded,false,,kabu_native/results/reports/phase268_reconciliation_summary.json,Report generated; no runtime adoption,research_complete
268,2026-06-14,Position,script,Phase 268 capital simulation reconciliation,Script run_phase268_capital_simulation_reconciliation.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase268_reconciliation_summary.json,Report generated; no runtime adoption,research_complete
269,2026-06-04,Risk,script,Phase 269 daily runner default price risk implementation,Script run_phase269_daily_runner_default_price_risk_implementation.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase269_portfolio_configuration_summary.json,Report generated; no runtime adoption,research_complete
269,2026-06-14,Config,script,Phase 269 portfolio configuration optimization,Script run_phase269_portfolio_configuration_optimization.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase269_portfolio_configuration_summary.json,Report generated; no runtime adoption,research_complete
270,2026-06-14,Sizing,script,Equity bucket recommendation (mixed leverage),Script run_phase270_equity_bucket_live_configuration_recommendation.py,removed,none,active,removed,superseded,true,272,kabu_native/results/reports/phase270_equity_bucket_recommendation_summary.json,Report generated; no runtime adoption,Superseded by Phase 272
271,2026-06-14,Monitoring,script,Leverage 1.5 bucket recommendation,Script run_phase271_leverage_attribution_and_robustness.py,removed,none,active,removed,superseded,true,272,kabu_native/results/reports/phase271_summary.json,Report generated; no runtime adoption,Superseded by Phase 272
272,2026-06-14,Sizing,script,Phase 272 apply leverage robustness to equity bucket recommendation,Script run_phase272_apply_leverage_robustness_to_equity_bucket_recommendation.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase272_equity_bucket_recommendation_lev2_fixed_summary.json,Report generated; no runtime adoption,research_complete
273,2026-06-04,Entry,script,Live config forward shadow (Phase272 configs),Script run_phase273_entry_score_v2_min5_implementation_report.py,shadow,active,active,active,superseded,false,"270,272",kabu_native/results/reports/phase273_live_config_shadow_summary.json,"Forward shadow logging only; Runtime/Universe/Entry/Exit/YAML unchanged. Adoption requires day_count>=10, final_equity>starting_equity, days_below_50pct=0; Research PF alone must not drive adoption.",Forward shadow logging; no runtime trading change
274,2026-06-14,Config,script,Live config auto-transition shadow (1.5M→2M band),Script run_phase274_live_config_auto_transition_shadow.py,shadow,active,active,active,observe,false,"272,273",kabu_native/results/reports/phase274_live_config_transition_summary.json,Forward shadow logging only; Runtime/Universe/Entry/Exit/YAML unchanged. Auto-transition policy: equity<2M → CAP3/fixed_stop; equity>=2M → CAP5/dynamic_stop.,Forward shadow logging; no runtime trading change
276,2026-06-04,Discord,script,Phase 276 discord notification ux implementation,Script run_phase276_discord_notification_ux_implementation.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase276_discord_notification_ux_implementation.json,Report generated; no runtime adoption,research_complete
277,2026-06-04,Discord,script,Phase 277 discord notification ux completion,Script run_phase277_discord_notification_ux_completion.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase277_discord_notification_ux_completion.json,Report generated; no runtime adoption,research_complete
278,2026-06-04,Discord,script,Phase 278 discord notification demo send,Script run_phase278_discord_notification_demo_send.py,research,none,active,inactive,observe,false,,kabu_native/results/reports/phase278_discord_notification_demo_send_report.json,Report generated; no runtime adoption,research_complete
